itemsets,support
NESCAFE CARAMEL MACCHIATO CAN 24 X 220ML,0.0011022441691283453
NONGSHIM SHIN R MUSHROOM 120GR,0.0011022441691283453
MAMAS GERMAN SALAMI KG,0.0011022441691283453
ASTOR COKLAT BESAR 150GR,0.0011022441691283453
CABE HIJAU BESAR KG,0.0011022441691283453
DELIMA IMPORT/POMEGRANATE,0.0011022441691283453
ULTRA MILK LOW FAT 250ML,0.0011022441691283453
QTELA SINGKONG BALADO 100GR,0.0011022441691283453
BINTANG CRYSTAL CAN 320X4 MULTIPACK,0.0011022441691283453
SEDAAP MIE CUP AYAM JERIT 75GR,0.0011022441691283453
JERUK LIMO 80GR,0.0011022441691283453
FANTA STRAWBERRY CAN 250ML,0.0011022441691283453
NUTELLA CHOCO JAM SPREAD 200+20GR,0.0011022441691283453
RTE FRESH JUICE NANAS,0.0011022441691283453
INDOMIE GORENG RENDANG JUMBO 120GR,0.0011022441691283453
CADBURY FRUIT & NUT 62GR/57GR,0.0011022441691283453
INDOMIE TORI MISO RAMEN 86GR,0.0011022441691283453
LOACKER NAPOLINE 45GR,0.0011022441691283453
DOLPHIN GARAM 200GR,0.0011022441691283453
SUNPRIDE RTD JUICE GUAVA PINEAPPLE CAN 220ML,0.0011022441691283453
ROSSA ULTIMO RENDAH KOLESTEROL 10S,0.0011022441691283453
NESCAFE CAPPUCINO CAN 24 X 220ML,0.0011022441691283453
CHICKEN LEG BONELESS NANASKG,0.0011022441691283453
POTABEE REGULARGRILLED SEAWEED 68GR,0.0011022441691283453
V SOY MULTI GRAIN BLASS BOTTLE 300ML,0.0011022441691283453
BCC APPLE CRUMBLE DANISH,0.0011022441691283453
E BCC CHOCOLATINE,0.0011022441691283453
CABE KERITING MERAH KG,0.001146333935893479
ZUCHINI HIJAU KG,0.001146333935893479
CABE MERAH BESAR KG,0.001146333935893479
WALLS SOLERO FRUIT MANGGA 65ML,0.001146333935893479
RTE-P PORK BELLY BENTO,0.001146333935893479
KORORO GRAPE JELLY CANDY 40G,0.001146333935893479
POKKA NATSBEE TEA HONEY LEMON 450ML,0.001146333935893479
YAVA CASHEW SKIN ON SEASALT 75GR,0.001146333935893479
SQ GREEN TEA 12X3X10X22 G,0.001146333935893479
YAVA YABITES LIGHT CHOCO 35GR,0.001146333935893479
ELLIPS HAIR VITAMIN HAIR REPAIR JAR,0.001146333935893479
PRIME BEEF RENDANG,0.001146333935893479
DOLPHIN GARAM 250GR,0.001146333935893479
SINGARAJA BEER PINT 330ML,0.001146333935893479
RTE-P CHICKEN LEG BBQ BENTO,0.001146333935893479
SEDAAP MIE KOREAN CHEESE BULDAK 86GR,0.001146333935893479
KUNYIT KG,0.001146333935893479
SUNCO OIL BOTOL 1LT,0.001146333935893479
LYCHEES IMPORT 500GR,0.001146333935893479
ANCHOR BUTTER UNSALTED 100GR,0.001146333935893479
YAVA GRANOLA PUFFS CHOCOLATE VANILLA 50GR,0.001146333935893479
PROCHIZ QUICK MELT SLICE 5S,0.001146333935893479
ULTRA MILK CHOCOLATE 250ML,0.001146333935893479
TELUR AYAM KAMPUNG 10S,0.001146333935893479
HEAVENLY BLUSH YOGURT GREEK GRANOLA 100GR,0.001146333935893479
BCC PINEAPLE JUICE,0.001146333935893479
BCC BREAKFAST COMPLETE,0.001146333935893479
BCC CAMOLE TEA,0.001146333935893479
BADAK LARUTAN PENYEGAR BTL 500ML,0.0011904237026586129
HYDRO COCO 500ML,0.0011904237026586129
NIPIS MADU PET 330ML,0.0011904237026586129
INDOMIE RAWON PEDAS MERCON 75GR,0.0011904237026586129
KOL MERAH KG,0.0011904237026586129
SELECTION KAPAS JUMBO 75GR,0.0011904237026586129
TONG GARDEN SALTED PISTACHIOS 35GR,0.0011904237026586129
SMIRNOFF RASBERRY 275ML,0.0011904237026586129
NUTELLA B-READY T1 22GR,0.0011904237026586129
SQ CHUNKY ALMOND 1X16X12X26G,0.0011904237026586129
YAVA GRANOLA CHOCOLATE VANILA  400GR,0.0011904237026586129
CHIMI UBI JAGUNG BKR 40GR,0.0011904237026586129
BCC FINANCIER,0.0011904237026586129
BCC RED VELVET CUP,0.0011904237026586129
PICCOLO LATE,0.0011904237026586129
PLAGA FARM BABY ROMAIN 250GR,0.0012345134694237469
PLAGA FARM CELERY STICK  LOKAL,0.0012345134694237469
MIE GEMEZ ENAAK SPICY CHILI 3S X 30GR,0.0012345134694237469
JERUK SHANTANG DAUN,0.0012345134694237469
HELLO PANDA CHOCO 45GR,0.0012345134694237469
TIC TIC SPICY GARLIC 70GR,0.0012345134694237469
CHITATO CHEESE SUPREME 68GR,0.0012345134694237469
GOOD DAY COFFEE CAPPUCINO BOX 5S X 25GR,0.0012345134694237469
WORCAS CHOCOLATE BAR MANGO 90GR,0.0012345134694237469
MILO RTD TIN 220ML,0.0012345134694237469
BAMBOE BUMBU RENDANG,0.0012345134694237469
YAVA GRANOLA WITH CASHEW CHOCOLATE BANANA 200GR,0.0012345134694237469
TARAS BANTAL,0.0012345134694237469
BUAVITA JUICE KOREAN WHITE PEACH 245ML,0.0012345134694237469
PLAGA FARM CORIANDER 50GR,0.0012345134694237469
GREEN TEA,0.0012345134694237469
HYDRO COCO ORIGINAL 1LTR,0.0012786032361888806
CHUPA CHUPS SOUR BITE 56GR,0.0012786032361888806
AWSE BAKSO GORENG ISI 6PC NEW,0.0012786032361888806
TONG GARDEN  SALTED PEANUT 40GR,0.0012786032361888806
BIOKUL YOGURT TO GO PLAIN 80GR,0.0012786032361888806
CHITATO LITE AYAM BAWANG 68 GR,0.0012786032361888806
WALLS PAD.POP SHAKY SHAKE,0.0012786032361888806
AWSE SIOMAY AYAM ISI 6PC NEW,0.0012786032361888806
LYCHEES IMPORT GREEN,0.0012786032361888806
BINTANG BEER CAN CP6 320 ML MULTIPACK,0.0012786032361888806
SEDAAP MIE CUP BASO BLEDUK 77GR,0.0012786032361888806
SUN KARA 65ML,0.0012786032361888806
CHICKEN THIGH (PAHA ATAS) KG,0.0012786032361888806
CRYSTALLINE PET 600ML,0.0012786032361888806
BCC TRADITTIONAL TOAST,0.0012786032361888806
CAMEL WHITE 20S,0.0012786032361888806
GORO2 SALMON ONIGIRI 18K,0.0012786032361888806
BCC MANGO JUICE,0.0012786032361888806
BIG EPOXY MAGNET,0.0013226930029540144
SIDOMUNCUL TOLAK ANGIN CAIR  BOX,0.0013226930029540144
SQ CHUNKY BAR WHITE 4X24X85G,0.0013226930029540144
APEL DAZZLE,0.0013226930029540144
BABY CORN KG,0.0013226930029540144
ITO EN OI OOLONG TEA 500ML,0.0013226930029540144
POKKA JASMINE GREEN TEA 450ML,0.0013226930029540144
A&W CAN 250ML,0.0013226930029540144
INDOMIE GORENG PEDAS 80GR,0.0013226930029540144
WORCAS CHOCOLATE BAR CARAMEL 90GR,0.0013226930029540144
CAMEL ACTIVATE PURPLE MINT,0.0013226930029540144
INDOFOOD SAMBAL BANGKOK 140ML,0.0013226930029540144
INDOMIE GORENG AYAM PANGGANG JUMBO 120GR,0.0013226930029540144
BLUEBERRIES JOYVIO JUMBO 125GR,0.0013226930029540144
BCC MADELEINE CHOCOLATE,0.0013226930029540144
SINGARAJA BEER CAN 500ML,0.0013667827697191482
GRANOVA BARS NUTS & CHOCOLATE BAR 26GR,0.0013667827697191482
BEST WOK MI GORENG HOT&SPICY 85GR,0.0013667827697191482
BEST WOK MI GORENG BLACKPEPPER SEAFOOD 85GR,0.0013667827697191482
JAMBU CINCALO HIJAU,0.0013667827697191482
WORCAS CHOCOLATE BAR VANILLA 90GR,0.0013667827697191482
WALLS PADDLE POP RAINBOW PWR 48*55ML,0.0013667827697191482
WALLS OREO STICK 80ML,0.0013667827697191482
KANZLER CHICKEN NUGGET PREMIUM 450GR,0.0013667827697191482
ULTRA TEH KOTAK 200ML,0.0013667827697191482
CHITATO LITE NORI SEAWEED 120GR,0.0013667827697191482
SPRITE PET 390ML,0.0013667827697191482
BCC SOFT WHITE TOAST,0.0013667827697191482
PRINGLES CHEESY CHEESE 42GR,0.001410872536484282
BEST WOK MI GORENG SAMBAL BELACAN 75GR,0.001410872536484282
SPRITE PET 1LT,0.001410872536484282
WORCAS CHOCOLATE BAR COCOPANDAN 90GR,0.001410872536484282
GORO2 TERIYAKI ONIGIRI 15K,0.001410872536484282
CADBURY DAIRY MILK 90GR/85GR,0.001410872536484282
LAUGHING COW CHEESE PLAIN 120GR,0.001410872536484282
AQUA MANIFESTO 1100 ML,0.001410872536484282
YOU-C 1000 VIT MANGO 140ML,0.001410872536484282
CELERY SMALL/ SELEDRI KG,0.001410872536484282
NESCAFE ICE BLACK 220ML,0.001410872536484282
MAXICORN BARBEQUE 150GR,0.001410872536484282
SUNBELL TUNA CHUNKS IN OIL 185GR,0.0008817953353026762
CHIKI TWIST KEJU DUO 75GR,0.001410872536484282
JERUK WOGAN PCS 800GR,0.001410872536484282
SEDAAP CUP KARI MERCON 79GR,0.001410872536484282
NESTLE PURE LIFE 330ML,0.001410872536484282
PRINGLES WILD SPICE 102GR,0.001410872536484282
BCC BRIOCHE TOAST,0.001410872536484282
BCC EARLY GREY TEA,0.001410872536484282
BCC SUMMER FRUIT TART WHOLE,0.001410872536484282
HOT TEA,0.001410872536484282
NISSIN CUP NOODLES SAPI JEPANG 66GR,0.0014549623032494158
CB LAPIS LEGIT SLICE,0.0014549623032494158
ANEKA BAKSO SEAFOOD KG,0.0014549623032494158
STREPSILS CANDY HONEY LEMON 8S,0.0014549623032494158
POCARI SWEAT 900ML,0.0014549623032494158
YOU-C 1000  VITAMIN APPLE 140ML,0.0014549623032494158
BCC GORO-GORO EGG SANDWICH,0.0014549623032494158
SEDAAP MIE KOREAN SPICY SOUP CUP,0.0014549623032494158
BCC SPICY CHICKEN SAUSSAGE DANISH,0.0014549623032494158
BCC ICED TEA,0.0014549623032494158
BAME BOLU KUKUS,0.0014990520700145496
YOU-C ORANGE WATER 500ML,0.0014990520700145496
YAVA YABITES TROPICAL FRUITS 125GR,0.0014990520700145496
Q-TELA SINGKONG AYAM LADA HITAM 100GR,0.0014990520700145496
PEAR GOLDEN,0.0014990520700145496
GORO2 TUNA MAYO 17K,0.0014990520700145496
OKRA HIJAU PACK 250GR,0.0014990520700145496
YAVA GRANOLA WITH CASHEW CHOCOLATE VANILLA 200GR,0.0014990520700145496
NESCAFE ORIGINAL CAN 240ML,0.0014990520700145496
CHITATO BEEF BARBEQUE 120 GR,0.0014990520700145496
RTE COOKING FEE,0.0014990520700145496
BABYBEL MINI CHEESE 5S,0.0014990520700145496
BCC WHOLE WHEAT TOAST,0.0014990520700145496
TEMPE BUNGKUS DAUN,0.0015431418367796833
POKKA LYCHEE BLACK TEA 450 ML,0.0015431418367796833
INDOMIE GORENG RENDANG 91GR,0.0015431418367796833
RTE FRESH JUICE MELON,0.0015431418367796833
CHITATO BBQ 168GR,0.0015431418367796833
BCC OAT AND RAISIN SABLE,0.0015431418367796833
CHIKI BALLS CHEESE 55GR,0.0015872316035448174
RTE-P PROSCIUTTO E MOZZARELLA,0.0015872316035448174
DRAGON FRUIT YELLOW LOCAL,0.0015872316035448174
NISSIN CUP NOODLES AYAM JEPANG 67GR,0.0015872316035448174
BINTANG CRYSTAL PINT 330ML,0.0015872316035448174
ICE CUBE,0.0015872316035448174
POP MIE GORENG RS INDOMIE 80GR,0.0015872316035448174
BEST WOK MIE GORENG ORIGINAL 85GR,0.0015872316035448174
TUNA BELLY TORO FILLET KG,0.0016313213703099511
CB LAPIS GULUNG MINI,0.0016313213703099511
CHIKI BALLS CHICKEN 55GR,0.0016313213703099511
INDOMIE GORENG AYAM GEPREK 80G,0.0016313213703099511
ELLIPS KERATIN SMOOTH&SILKY JAR,0.0016313213703099511
YAVA YABITES CHOCOLATE BANANA 125GR,0.0016313213703099511
KRATINGDAENG REG 150ML,0.0016313213703099511
JAGUNG MANIS KULIT KG,0.0016313213703099511
VICEE VITAMIN LEMON 2S,0.0016313213703099511
BINTANG CAN 500X6 MULTIPACK,0.0016313213703099511
PRISTINE 1500ML,0.0016313213703099511
KURMA CURAH,0.0016313213703099511
FANTA ORANGE PET 390ML,0.0016313213703099511
BCC WATERMELON JUICE,0.0016313213703099511
CLEO BOTOL ECOSHAPE 1500ML,0.0016313213703099511
LONG BLACK,0.0016313213703099511
HOT LEMON TEA,0.0016313213703099511
KURMA PALM 250GR,0.001675411137075085
CIMORY YOGURT SQUEEZE PEACH 120GR,0.001675411137075085
ITO EN OI JASMINE GREEN TEA UNSWEET 500ML,0.001675411137075085
BIOKUL SET YOGURT PLAIN 500ML,0.001675411137075085
BCC ARTISAN RYE SOURDOUGH,0.001675411137075085
FUKUMI RICE BOX 280GR,0.001675411137075085
JERUK LUMAJANG,0.001675411137075085
MARLBORO ICE BLAST 20,0.001675411137075085
POP MIE TORI MISO RAMEN CUP 77GR,0.001675411137075085
SMIRNOFF ICE PINK LEMONADE 275ML,0.001675411137075085
BEST WOK MI GORENG THAI CHILI LIME 75GR,0.001675411137075085
BAKERS BREAKFAST,0.001675411137075085
BCC MOCHA LATTE,0.001675411137075085
BROCCOLI IMPORT KG,0.0017195009038402187
GREENFIELD UHT FULL CREAM 1LT,0.0017195009038402187
WINGKO ENAK,0.0017195009038402187
AQUA 1500ML X 6 MULTIPACK,0.0017195009038402187
ELLIPS HAIR VIT SHINY BLACK BLISTER,0.0017195009038402187
TWISKO KEJU BAKAR 70GR,0.0017195009038402187
DAUN MINT 100GR,0.0017195009038402187
MANGGA BRAZIL,0.0017195009038402187
RTE-P JAMBON BEURRE,0.0017195009038402187
BRASTAGI BABY CARROT 500GR,0.0017195009038402187
Q-TELA TEMPE RUMPUT LAUT 55GR,0.0017195009038402187
HD PUTU MAYANG 2 PC,0.0017195009038402187
STARBUCKS DOUBLESHOT ESPRESSO LATTE CAN 220ML,0.0017195009038402187
GREENFIELDS FRESH FULL CREAM 320 ML,0.0017195009038402187
CLEO ECO 550ML,0.0017195009038402187
BCC MIX OF OMLETTE,0.0017195009038402187
"BCC CAPPUCCINO, BCC MIX OF OMLETTE",0.0008377055685375425
POCARI SWEAT ION WATER 500ML,0.0017635906706053525
MELON SKY ROCKET,0.0017635906706053525
CAMEL YELLOW 20,0.0017635906706053525
BEST WOK RAMEN JAPANESE CURRY 75GR,0.0017635906706053525
CHIKI PUFFS CHEDDAR CHEESE 60GR,0.0017635906706053525
BEETROOT KG,0.0017635906706053525
NONGSHIM SPICY MUSHROOM CUP 117GR,0.0017635906706053525
WORCAS CHOCOLATE BAR MATCHA 90GR,0.0017635906706053525
BABY ROMANA LETTUCE KG,0.0017635906706053525
NESCAFE LATTE 24 X 220ML,0.0017635906706053525
RED BULL ENERGY DRINKS CAN 250ML,0.0017635906706053525
POCARI SWEAT 2 LTR,0.0017635906706053525
BCC ALMOND SEED SABLE,0.0017635906706053525
OATSIDE BARISTA STRAW 200ML,0.0017635906706053525
BCC SALMON SOUR CREAM SANDO,0.0017635906706053525
BCC ARTISAN WHOLEMEAL SOURDOUGH,0.0017635906706053525
CHICKEN DRUMSTICK (PAHA BAWAH) KG,0.0017635906706053525
BCC COCONUT CHOCOLATE SABLE,0.0017635906706053525
BCC ICED LEMON TEA,0.0017635906706053525
BCC SCRAMBLE EGG,0.0017635906706053525
CRYSTALLINE PET 1500ML,0.0018076804373704863
YAVA GO NOLA CHOCOLATE VANILLA 30GR,0.0018076804373704863
BEST WOK MI GORENG EXPLODEZ KOREAN CHEESE 73GR,0.0018076804373704863
PRISTINE 600ML,0.0018076804373704863
CHICKEN SKIN (KULIT AYAM) KG,0.0018076804373704863
INDOMIE AYAM BAWANG 69GR,0.0018076804373704863
SALMON FILLET FRESH KG,0.0018076804373704863
BIOKUL GREEK YOGURT PLAIN 80GR,0.0018076804373704863
SELECTION KAPAS ROUND 80S,0.00185177020413562
PRINGLES SMOKEY GRILLED STEAK 102GR,0.00185177020413562
SEDAAPMIE KOREANSPICYCHICKEN CUP,0.00185177020413562
SEDAAP MIE INSTANT CUP BASO SPECIAL 85GR,0.00185177020413562
YAVA GRANOLA CHOCOLATE BANANA 90GR,0.00185177020413562
NICE SOFT  MULTI PACK BOGOF 200S,0.00185177020413562
WORCAS CHOCOLATE BAR HAZELNUT 90GR,0.00185177020413562
BEAR BRAND 189ML,0.00185177020413562
MAMASUKA NORI P2 GIM,0.00185177020413562
TARAS MANGKOK ISI 2,0.00185177020413562
CABE RAWIT HIJAU KG,0.00185177020413562
ALPUKAT MENTEGA SUPER 500GR UP KG,0.00185177020413562
YAKULT DOUBLE PACK,0.0018958599709007538
BINTANG ARAK BREMER JERUK & MADU 620ML,0.0018958599709007538
DORY FILLET KG,0.0018958599709007538
YAVA CASHEW PIECES 75GR,0.0018958599709007538
INDOMIE KRITING GRG SPC 91GR,0.0018958599709007538
CIMORY YOGURT SQUEEZE ORIGINAL 120GR,0.0018958599709007538
WORCAS CHOCOLATE BAR TIRAMISU 90GR,0.0018958599709007538
YOU-C LEMON WATER 500ML,0.0018958599709007538
ROMA MALKIS CHOCOLATE 120GR,0.0018958599709007538
BCC DOUBLE SHOOT ESPRESO,0.0018958599709007538
Q-TELA TEMPE ORIGINAL 55GR,0.0019399497376658878
CHITATO CHICKEN BARBEQUE FLA 68GR,0.0019399497376658878
TARAS LEMPER AYM /PDS,0.0019399497376658878
CIMORY YOGURT SQUEEZE STRAWBERRY 120GR,0.0019399497376658878
TIMUN LOKAL KG,0.0019399497376658878
KINDER JOY BOYS 20GR,0.0019399497376658878
WORCAS CHOCOLATE BAR COCOA NIBS 90GR,0.0019399497376658878
NONGSHIM SHIN R MUSHROOM 72GR,0.0019399497376658878
CHICKEN BACK (PUNGGUNG AYAM) KG,0.0019399497376658878
PEP.CHICKEN BREAKFAST WITH HERB SSG KG,0.0019840395044310216
BEST WOK MI GORENG KOREAN XTRA HOT 73GR,0.0019840395044310216
PRINGLES SOUR CREAM&ONION 42GR,0.0019840395044310216
STRAWBERRY 250GR,0.0019840395044310216
ULTRA MILK FULL CREAM 250ML,0.0019840395044310216
JAGUNG MANIS KUPAS KG,0.0019840395044310216
LETTUCE HEAD KG,0.0019840395044310216
BINTANG BEER PINT CP6 330 ML,0.0019840395044310216
CITRA RASA MANISAN MANGGA BOX 1000ML,0.0020281292711961554
NANAS HONI SUNPRIDE SMALL 9S,0.0020281292711961554
BUAVITA JUICE GUAVA 250ML,0.0020281292711961554
POP MIE GORENG SPESIAL 80GR,0.0020281292711961554
HEAVENLY BLUSH GREEK YOGHURT 1KG,0.0020281292711961554
ITOEN OI OCHA UNSWEETENED HOJICHA 500ML,0.002072219037961289
YAKULT LIGHT 5S,0.002072219037961289
PAPRIKA HIJAU KG,0.002072219037961289
INDOMIE AYAM SPECIAL 68GR,0.002072219037961289
DAUN BAWANG FRE 150GR,0.002072219037961289
MATAHARI KACANG BAWANG PUTIH 500GR,0.002072219037961289
SAMYANG HCR CARBONARA BOWL 105GR,0.002072219037961289
CHITATO PLAIN SALT 68GR,0.002072219037961289
TOFU UDANG 140GR,0.002116308804726423
WOW SPAGETI AGLIO OLIO 75GR,0.002116308804726423
"WOW SPAGETI AGLIO OLIO 75GR, WOW SPAGHETHI CARBONARA 88GR",0.0010140646355980777
"WOW SPAGETI AGLIO OLIO 75GR, WOW SPAGHETHI BOLOGNESE 84GR",0.0012786032361888806
CHIKI BALLS COKLAT 55GR,0.002116308804726423
SEDAAP MIE KARE AYAM,0.002116308804726423
BINTANG ANGGUR MERAH PINT 330ML,0.002116308804726423
RTE-P HALF CHICKEN ROASTED,0.002116308804726423
HYDRO COCO VITA-D 330ML,0.002116308804726423
ROMA MALKIST 150GR,0.002116308804726423
BIKANG BANYUMAS,0.002116308804726423
PUKIS BANYUMAS,0.002116308804726423
HYDRO COCO 330ML,0.002116308804726423
ULTRA MILK FULL CREAM 1000ML,0.0021603985714915568
INDOMIE KRITING AYAM PANGGANG 91GR,0.0021603985714915568
TARAS DDR GULUNG,0.0021603985714915568
CITRA RASA MANISAN MANGGA BOX,0.0021603985714915568
RTE FRESH JUICE ALPUKAT,0.0021603985714915568
CAISIM KG,0.0021603985714915568
YAKULT MANGO 5S,0.0021603985714915568
BCC LONG BUN 6 PCS,0.0021603985714915568
BCC RAISIN BREAD LOAF,0.0021603985714915568
BCC MADELEINE,0.0021603985714915568
INDOMIE SOTO SPECIAL 75GR,0.0022044883382566906
GULAKU TEBU PREMIUM 1KG,0.0022044883382566906
BINTANG CRYSTAL CAN 320ML,0.002116308804726423
"BINTANG CRYSTAL CAN 320ML, BINTANG RADLER CAN 320ML",0.001146333935893479
SMIRNOFF ICED 275ML,0.0022044883382566906
CIMORY YOGURT SQUEEZE BLUEBERRY 120GR,0.0022044883382566906
PRIME BEEF TOP SIDE KG,0.0022044883382566906
HARYS JAPAS 8.5K,0.0022485781050218243
BUAVITA LYCHEE 250ML,0.0022485781050218243
PEAR PACKAM,0.0022485781050218243
CHICKEN GIZZARD / AMPELA AYAM KG,0.0022485781050218243
LENGKENG IMPORT,0.0022485781050218243
BCC CHOCOLATE CHIP BROWNIES,0.0022485781050218243
MELON SAGATA,0.0022485781050218243
BCC HOT CHOCOLATE,0.0022485781050218243
TELUR AYAM NEGERI ORANGE 10S,0.002292667871786958
RED ONION KG,0.002292667871786958
CIMORY YOGURT SQUEEZE MANGO STICKY RICE 120GR,0.002292667871786958
GOLDEN SPARKLING ACARAKI 320ML,0.002292667871786958
INDOMIE KARE 70GR,0.002292667871786958
HD TAHU TEMPE BACEM,0.002336757638552092
MARLBORO LIGHTS,0.002336757638552092
COCONUT COCO THUMB PCS,0.002336757638552092
CHIKI TWIST ROAST CORN 75GR,0.002336757638552092
TWISKO 80GR,0.002336757638552092
KINDER JOYS GIRLS 20GR,0.002336757638552092
M2000 M 07 MAGNET,0.002336757638552092
ELLIPS HAIR VIT SMOOTH&SHINY BLISTER,0.002336757638552092
"ELLIPS HAIR VIT HAIR RECOVERY BLISTER, ELLIPS HAIR VIT SMOOTH&SHINY BLISTER",0.0012345134694237469
SUNKIST NAVEL RRC,0.0023808474053172257
PRIME BEEF STRIPLOIN KG,0.0023808474053172257
MOCHIKU ISI 6,0.0023808474053172257
BCC ARTISAN QUINOA CHIA  SEED,0.0023808474053172257
TELUR AYAM NEGERI 10S,0.0023808474053172257
BCC BROWNIS HALF,0.0023808474053172257
BCC ICED CHOCOLATE,0.0023808474053172257
BCC FLAT WHITE,0.0023808474053172257
DIAMOND FRESH MILK PLAIN 300ML,0.0024249371720823595
AQUA CLICK N GO 750ML,0.0024249371720823595
SCHWEPPES TONIC CAN 250ML,0.0024249371720823595
PRINGLES ORIGINAL 42GR,0.0024249371720823595
Q-TELA KRIP SGK BARBEQUE 60GR,0.0024249371720823595
BCC CHOCOLATE MOUSSE CUP CAKE,0.0024249371720823595
NANAS MADU KUPAS 2S,0.0024249371720823595
BCC ARTISAN MULTI SEEDS SOURDOUGH,0.0024249371720823595
DAUN BAWANG BESAR 150GR,0.0024690269388474937
SAMPOERNA MILD 16,0.0024690269388474937
RTE BEEF BENTO,0.0024690269388474937
